SlowFast_0_name,SlowFast_1_name,SlowFast_0_accuracy,SlowFast_1_accuracy,Number_Of_Winning_Fusions,CosineSimilarityCombiner_accuracy,MacroMajorityVoteCombiner_accuracy,MicroMajorityVoteCombiner_accuracy,SimpleAverageCombiner_accuracy
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.405,0.43,0,0.405,0.354,0.215,0.215
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.405,0.696,0,0.405,0.456,0.291,0.291
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.405,0.848,0,0.405,0.57,0.367,0.367
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.405,0.405,0,0.405,0.405,0.405,0.405
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.405,0.595,0,0.405,0.456,0.278,0.278
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.405,0.81,0,0.405,0.544,0.392,0.392
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.405,0.835,0,0.405,0.532,0.38,0.38
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.405,0.772,0,0.405,0.532,0.329,0.329
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.405,0.886,0,0.405,0.595,0.392,0.392
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.405,0.544,0,0.405,0.405,0.228,0.228
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.405,0.646,0,0.405,0.456,0.278,0.278
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.405,0.772,0,0.405,0.519,0.316,0.316
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.405,0.266,0,0.405,0.392,0.101,0.101
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.405,0.899,0,0.405,0.595,0.405,0.405
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.405,0.873,0,0.405,0.582,0.38,0.38
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.405,0.152,0,0.405,0.291,0.025,0.025
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.405,0.684,0,0.405,0.443,0.342,0.342
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.405,0.823,0,0.405,0.532,0.392,0.392
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.405,0.797,0,0.405,0.532,0.367,0.367
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.405,0.797,0,0.405,0.532,0.316,0.316
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.405,0.81,0,0.405,0.532,0.367,0.367
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.405,0.873,0,0.405,0.57,0.38,0.38
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.405,0.354,0,0.405,0.266,0.114,0.114
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.405,0.747,0,0.405,0.57,0.367,0.367
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.405,0.165,0,0.405,0.342,0.013,0.013
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.405,0.937,0,0.405,0.633,0.405,0.405
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.405,0.797,0,0.405,0.532,0.38,0.38
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.405,0.823,0,0.405,0.544,0.367,0.367
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.405,0.405,0,0.405,0.291,0.203,0.203
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.405,0.671,0,0.405,0.418,0.266,0.266
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.405,0.696,0,0.405,0.481,0.266,0.266
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.405,0.911,0,0.405,0.608,0.405,0.405
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.405,0.392,0,0.405,0.367,0.19,0.19
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.405,0.899,0,0.405,0.62,0.392,0.392
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.405,0.43,1,0.405,0.443,0.203,0.203
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.405,0.684,0,0.405,0.443,0.253,0.253
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.595,0.899,0,0.595,0.671,0.595,0.595
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.595,0.038,0,0.595,0.076,0.038,0.038
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.595,0.494,0,0.595,0.418,0.266,0.266
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.595,0.886,0,0.595,0.671,0.595,0.595
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.595,0.759,0,0.595,0.633,0.532,0.532
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.595,0.684,0,0.595,0.532,0.468,0.468
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.595,0.671,0,0.595,0.532,0.468,0.468
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.595,0.785,0,0.595,0.608,0.57,0.57
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.595,0.861,0,0.595,0.658,0.57,0.57
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.595,0.722,0,0.595,0.595,0.519,0.519
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.595,0.62,0,0.595,0.481,0.468,0.468
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.595,0.43,0,0.595,0.456,0.367,0.367
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.595,0.696,0,0.595,0.582,0.57,0.57
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.595,0.848,0,0.595,0.62,0.595,0.595
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.595,0.405,0,0.595,0.456,0.278,0.278
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.595,0.595,0,0.595,0.595,0.595,0.595
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.595,0.81,0,0.595,0.633,0.57,0.57
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.595,0.835,0,0.595,0.646,0.557,0.557
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.595,0.772,0,0.595,0.608,0.544,0.544
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.595,0.886,0,0.595,0.671,0.582,0.582
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.595,0.544,0,0.595,0.481,0.418,0.418
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.595,0.646,0,0.595,0.544,0.443,0.443
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.595,0.772,0,0.595,0.608,0.582,0.582
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.595,0.266,0,0.595,0.582,0.139,0.139
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.595,0.899,0,0.595,0.671,0.595,0.595
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.595,0.873,0,0.595,0.671,0.595,0.595
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.595,0.152,0,0.595,0.38,0.101,0.101
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.595,0.684,0,0.595,0.544,0.481,0.481
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_32__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,0.595,0.823,0,0.595,0.62,0.57,0.57
SLOWFAST-ALPHA_16__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adamw,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.595,0.797,0,0.595,0.62,0.544,0.544
